Ticket;Open;Type;Volume;Symbol;Price;SL;TP;Close;Price;Swap;Commissions;Profit;Pips;"Trade duration in seconds"
59173556;"2024-12-26 22:00:09";sell;0.60;GBPUSD;1.25251;1.2925;1.25075;"2024-12-27 11:32:22";1.25075;-1.38;-1.8;105.6;17.6;48733
59180585;"2024-12-27 03:00:10";sell;0.66;GBPUSD;1.25283;1.29282;1.25075;"2024-12-27 11:32:22";1.25075;0;-1.98;137.28;20.8;30732
59164301;"2024-12-26 19:00:10";sell;0.55;GBPUSD;1.25209;1.29208;1.25075;"2024-12-27 11:32:22";1.25075;-1.27;-1.65;73.7;13.4;59532
59160730;"2024-12-26 18:00:10";sell;0.50;GBPUSD;1.25115;1.29107;1.25075;"2024-12-27 11:32:22";1.25075;-1.15;-1.5;20;4;63132
59155189;"2024-12-26 17:00:08";sell;0.45;GBPUSD;1.25058;1.29058;1.25075;"2024-12-27 11:32:22";1.25075;-1.04;-1.35;-7.65;-1.7;66734
59149664;"2024-12-26 16:00:48";sell;0.50;GBPUSD;1.25236;1.29236;1.25102;"2024-12-26 16:40:15";1.25108;0;-1.5;64;12.8;2367
59145216;"2024-12-26 15:00:17";sell;0.45;GBPUSD;1.25183;1.29199;1.25102;"2024-12-26 16:40:15";1.25105;0;-1.35;35.1;7.8;5998
59134540;"2024-12-26 10:00:15";sell;0.45;GBPUSD;1.25298;1.29298;1.25179;"2024-12-26 14:21:07";1.25179;0;-1.35;53.55;11.9;15652
59122975;"2024-12-26 02:00:09";sell;0.66;GBPUSD;1.25431;1.29431;1.25232;"2024-12-26 09:23:45";1.25228;0;-1.98;133.98;20.3;26616
59121655;"2024-12-26 01:00:09";sell;0.60;GBPUSD;1.2538;1.29394;1.25232;"2024-12-26 09:23:45";1.25228;0;-1.8;91.2;15.2;30216
58984896;"2024-12-23 01:00:11";buy;0.40;EURUSD;1.04375;0;1.04266;"2024-12-24 14:36:21";1.04032;-2.88;-1.2;-137.2;-34.3;135370
58984891;"2024-12-23 01:00:10";buy;0.40;EURUSD;1.04375;0;1.04262;"2024-12-24 14:36:21";1.04032;-2.88;-1.2;-137.2;-34.3;135371
58987215;"2024-12-23 02:00:12";buy;0.44;EURUSD;1.04341;0;1.04262;"2024-12-24 14:36:20";1.04032;-3.16;-1.32;-135.96;-30.9;131768
58987216;"2024-12-23 02:00:13";buy;0.44;EURUSD;1.04341;0;1.04266;"2024-12-24 14:36:20";1.04032;-3.16;-1.32;-135.96;-30.9;131767
59004723;"2024-12-23 10:00:13";buy;0.49;EURUSD;1.04134;0;1.04266;"2024-12-24 14:36:19";1.04032;-3.52;-1.47;-49.98;-10.2;102966
59011898;"2024-12-23 12:00:16";buy;0.53;EURUSD;1.04076;0;1.04262;"2024-12-24 14:36:18";1.04032;-3.81;-1.59;-23.32;-4.4;95762
59004727;"2024-12-23 10:00:14";buy;0.49;EURUSD;1.04135;0;1.04262;"2024-12-24 14:36:18";1.04032;-3.52;-1.47;-50.47;-10.3;102964
59015774;"2024-12-23 13:00:17";buy;0.59;EURUSD;1.03912;0;1.04262;"2024-12-24 14:36:17";1.04033;-4.24;-1.77;71.39;12.1;92160
59011908;"2024-12-23 12:00:21";buy;0.53;EURUSD;1.04081;0;1.04266;"2024-12-24 14:36:17";1.04032;-3.81;-1.59;-25.97;-4.9;95756
59015784;"2024-12-23 13:00:26";buy;0.59;EURUSD;1.03913;0;1.04266;"2024-12-24 14:36:16";1.04033;-4.24;-1.77;70.8;12;92150
58957063;"2024-12-20 20:00:20";buy;0.45;GBPUSD;1.26023;0;1.25634;"2024-12-24 14:36:15";1.25549;-2.08;-1.35;-213.3;-47.4;326155
58957062;"2024-12-20 20:00:18";buy;0.45;GBPUSD;1.26019;0;1.25634;"2024-12-24 14:36:15";1.25549;-2.08;-1.35;-211.5;-47;326157
58960450;"2024-12-20 21:00:14";buy;0.50;GBPUSD;1.25948;0;1.25634;"2024-12-24 14:36:14";1.25549;-2.3;-1.5;-199.5;-39.9;322560
58960453;"2024-12-20 21:00:15";buy;0.50;GBPUSD;1.2595;0;1.25634;"2024-12-24 14:36:14";1.25549;-2.3;-1.5;-200.5;-40.1;322559
58965877;"2024-12-20 23:00:10";buy;0.55;GBPUSD;1.25746;0;1.25634;"2024-12-24 14:36:13";1.25548;-2.54;-1.65;-108.9;-19.8;315363
58965888;"2024-12-20 23:00:13";buy;0.55;GBPUSD;1.2574;0;1.25634;"2024-12-24 14:36:13";1.25549;-2.54;-1.65;-105.05;-19.1;315360
58984890;"2024-12-23 01:00:10";buy;0.60;GBPUSD;1.2568;0;1.25634;"2024-12-24 14:36:12";1.25549;-1.38;-1.8;-78.6;-13.1;135362
58984894;"2024-12-23 01:00:11";buy;0.60;GBPUSD;1.25676;0;1.25634;"2024-12-24 14:36:11";1.25549;-1.38;-1.8;-76.2;-12.7;135360
59004717;"2024-12-23 10:00:12";buy;0.66;GBPUSD;1.25606;0;1.25634;"2024-12-24 14:36:11";1.25549;-1.52;-1.98;-37.62;-5.7;102959
59015759;"2024-12-23 13:00:10";buy;0.73;GBPUSD;1.25466;0;1.25634;"2024-12-24 14:36:10";1.25549;-1.68;-2.19;60.59;8.3;92160
59004754;"2024-12-23 10:00:20";buy;0.66;GBPUSD;1.25604;0;1.25634;"2024-12-24 14:36:10";1.25547;-1.52;-1.98;-37.62;-5.7;102950
59015771;"2024-12-23 13:00:14";buy;0.73;GBPUSD;1.25471;0;1.25634;"2024-12-24 14:36:09";1.25549;-1.68;-2.19;56.94;7.8;92155
59019847;"2024-12-23 14:00:15";buy;0.80;GBPUSD;1.25348;0;1.25634;"2024-12-24 14:36:09";1.25549;-1.84;-2.4;160.8;20.1;88554
59019852;"2024-12-23 14:00:16";buy;0.80;GBPUSD;1.25348;0;1.25634;"2024-12-24 14:36:08";1.25549;-1.84;-2.4;160.8;20.1;88552
59023426;"2024-12-23 15:00:24";buy;0.88;GBPUSD;1.2527;0;1.25634;"2024-12-24 14:36:07";1.25549;-2.02;-2.64;245.52;27.9;84943
59023420;"2024-12-23 15:00:21";buy;0.88;GBPUSD;1.2527;0;1.25634;"2024-12-24 14:36:07";1.25549;-2.02;-2.64;245.52;27.9;84946
59044471;"2024-12-23 18:00:26";buy;0.97;GBPUSD;1.2518;0;1.25634;"2024-12-24 14:36:06";1.25549;-2.23;-2.91;357.93;36.9;74140
59044461;"2024-12-23 18:00:19";buy;0.97;GBPUSD;1.25182;0;1.25634;"2024-12-24 14:36:06";1.25549;-2.23;-2.91;355.99;36.7;74147
59050604;"2024-12-23 19:00:19";sell;0.45;GBPUSD;1.2527;0;1.25229;"2024-12-24 14:36:05";1.25555;-1.04;-1.35;-128.25;-28.5;70546
59075015;"2024-12-24 06:00:12";sell;0.40;EURUSD;1.03911;1.07911;1.03824;"2024-12-24 14:36:04";1.04039;0;-1.2;-51.2;-12.8;30952
59062053;"2024-12-23 22:00:16";sell;0.50;GBPUSD;1.25367;1.29367;1.25229;"2024-12-24 14:36:04";1.25557;-1.15;-1.5;-95;-19;59748
59076334;"2024-12-24 07:00:11";sell;0.55;GBPUSD;1.25392;1.29392;1.25229;"2024-12-24 14:36:03";1.25557;0;-1.65;-90.75;-16.5;27352
59076335;"2024-12-24 07:00:12";sell;0.44;EURUSD;1.03973;1.07973;1.03824;"2024-12-24 14:36:03";1.04038;0;-1.32;-28.6;-6.5;27351
59019854;"2024-12-23 14:00:17";sell;0.44;EURUSD;1.0401;0;1.03921;"2024-12-24 05:46:30";1.0392;0.96;-1.32;39.6;9;56773
59062055;"2024-12-23 22:00:16";sell;0.53;EURUSD;1.04128;1.08129;1.03921;"2024-12-24 05:46:30";1.0392;1.16;-1.59;110.24;20.8;27974
59015772;"2024-12-23 13:00:15";sell;0.40;EURUSD;1.03912;0;1.03921;"2024-12-24 05:46:30";1.03916;0.87;-1.2;-1.6;-0.4;60375
59050602;"2024-12-23 19:00:18";sell;0.49;EURUSD;1.04077;0;1.03921;"2024-12-24 05:46:30";1.0392;1.07;-1.47;76.93;15.7;38772
59023419;"2024-12-23 15:00:20";sell;0.45;GBPUSD;1.2526;0;1.25132;"2024-12-23 18:19:09";1.25132;0;-1.35;57.6;12.8;11929
59019843;"2024-12-23 14:00:14";sell;0.45;GBPUSD;1.2534;0;1.25209;"2024-12-23 14:17:39";1.2522;0;-1.35;54;12;1045
58903090;"2024-12-20 11:00:18";sell;0.50;GBPUSD;1.2505;0;1.25371;"2024-12-23 13:32:32";1.25373;-1.15;-1.5;-161.5;-32.3;268334
58928014;"2024-12-20 16:00:18";sell;0.60;GBPUSD;1.25519;0;1.25371;"2024-12-23 13:32:31";1.25372;-1.38;-1.8;88.2;14.7;250333
58953505;"2024-12-20 19:00:20";sell;0.66;GBPUSD;1.25862;0;1.25371;"2024-12-23 13:32:30";1.25372;-1.52;-1.98;323.4;49;239530
58910630;"2024-12-20 13:00:08";sell;0.55;GBPUSD;1.25086;0;1.25371;"2024-12-23 13:32:30";1.25372;-1.27;-1.65;-157.3;-28.6;261142
58957057;"2024-12-20 20:00:16";sell;0.73;GBPUSD;1.26015;0;1.25371;"2024-12-23 13:32:29";1.25372;-1.68;-2.19;469.39;64.3;235933
58894433;"2024-12-20 09:00:15";sell;0.45;GBPUSD;1.25007;0;1.25371;"2024-12-23 13:32:28";1.25372;-1.04;-1.35;-164.25;-36.5;275533
58953493;"2024-12-20 19:00:17";sell;0.59;EURUSD;1.04274;0;1.04018;"2024-12-23 12:30:37";1.04016;1.29;-1.77;152.22;25.8;235820
58903080;"2024-12-20 11:00:16";sell;0.49;EURUSD;1.03907;0;1.04018;"2024-12-23 12:30:37";1.04016;1.07;-1.47;-53.41;-10.9;264621
58960452;"2024-12-20 21:00:14";sell;0.65;EURUSD;1.04369;0;1.04018;"2024-12-23 12:30:37";1.04016;1.42;-1.95;229.45;35.3;228623
58898426;"2024-12-20 10:00:09";sell;0.44;EURUSD;1.0382;0;1.04018;"2024-12-23 12:30:37";1.04016;0.96;-1.32;-86.24;-19.6;268228
58963315;"2024-12-20 22:00:08";sell;0.71;EURUSD;1.04447;0;1.04018;"2024-12-23 12:30:37";1.04016;1.55;-2.13;306.01;43.1;225029
58894429;"2024-12-20 09:00:14";sell;0.40;EURUSD;1.03744;0;1.04018;"2024-12-23 12:30:37";1.04016;0.87;-1.2;-108.8;-27.2;271823
58928025;"2024-12-20 16:00:20";sell;0.53;EURUSD;1.04063;0;1.04018;"2024-12-23 12:30:37";1.04015;1.16;-1.59;25.44;4.8;246617
58965891;"2024-12-20 23:00:16";buy;0.44;EURUSD;1.04283;0;1.04447;"2024-12-23 00:35:16";1.04446;-3.16;-1.32;71.72;16.3;178500
58960458;"2024-12-20 21:00:22";buy;0.40;EURUSD;1.04374;0;1.04447;"2024-12-23 00:35:14";1.04446;-2.88;-1.2;28.8;7.2;185692
58960457;"2024-12-20 21:00:21";buy;0.40;EURUSD;1.04374;0;1.04445;"2024-12-23 00:35:13";1.04446;-2.88;-1.2;28.8;7.2;185692
58965881;"2024-12-20 23:00:11";buy;0.44;EURUSD;1.04289;0;1.04445;"2024-12-23 00:35:13";1.04446;-3.16;-1.32;69.08;15.7;178502
58957060;"2024-12-20 20:00:17";buy;0.40;EURUSD;1.04276;0;1.04392;"2024-12-20 20:44:10";1.04391;0;-1.2;46;11.5;2633
58957059;"2024-12-20 20:00:16";buy;0.40;EURUSD;1.04277;0;1.04389;"2024-12-20 20:43:47";1.04387;0;-1.2;44;11;2611
58953495;"2024-12-20 19:00:17";buy;0.40;EURUSD;1.04278;0;1.0439;"2024-12-20 19:12:35";1.0439;0;-1.2;44.8;11.2;738
58953501;"2024-12-20 19:00:19";buy;0.40;EURUSD;1.0428;0;1.04389;"2024-12-20 19:12:33";1.04386;0;-1.2;42.4;10.6;734
58953514;"2024-12-20 19:00:22";buy;0.45;GBPUSD;1.25867;0;1.25986;"2024-12-20 19:06:09";1.25981;0;-1.35;51.3;11.4;347
58953518;"2024-12-20 19:00:24";buy;0.45;GBPUSD;1.25865;0;1.25984;"2024-12-20 19:06:08";1.25984;0;-1.35;53.55;11.9;344
58928041;"2024-12-20 16:00:24";buy;0.40;EURUSD;1.04061;0;1.04117;"2024-12-20 18:19:23";1.04117;0;-1.2;22.4;5.6;8339
58938268;"2024-12-20 17:00:20";buy;0.44;EURUSD;1.03936;0;1.04117;"2024-12-20 18:19:22";1.04118;0;-1.32;80.08;18.2;4742
58928044;"2024-12-20 16:00:25";buy;0.40;EURUSD;1.04061;0;1.04114;"2024-12-20 18:19:15";1.04114;0;-1.2;21.2;5.3;8330
58938271;"2024-12-20 17:00:22";buy;0.44;EURUSD;1.03938;0;1.04114;"2024-12-20 18:19:15";1.04114;0;-1.32;77.44;17.6;4733
58928021;"2024-12-20 16:00:19";buy;0.45;GBPUSD;1.25525;0;1.25585;"2024-12-20 18:17:20";1.25579;0;-1.35;24.3;5.4;8221
58928018;"2024-12-20 16:00:18";buy;0.45;GBPUSD;1.25528;0;1.25585;"2024-12-20 18:17:19";1.25578;0;-1.35;22.5;5;8221
58947395;"2024-12-20 18:00:18";buy;0.55;GBPUSD;1.25392;0;1.25585;"2024-12-20 18:17:19";1.25578;0;-1.65;102.3;18.6;1021
58938287;"2024-12-20 17:00:29";buy;0.50;GBPUSD;1.25481;0;1.25585;"2024-12-20 18:17:18";1.25578;0;-1.5;48.5;9.7;4609
58938285;"2024-12-20 17:00:29";buy;0.50;GBPUSD;1.25481;0;1.25585;"2024-12-20 18:17:18";1.25582;0;-1.5;50.5;10.1;4609
58947399;"2024-12-20 18:00:19";buy;0.55;GBPUSD;1.25391;0;1.25585;"2024-12-20 18:17:17";1.25582;0;-1.65;105.05;19.1;1018
58876608;"2024-12-20 03:00:20";buy;1.17;GBPUSD;1.24898;0;1.25397;"2024-12-20 15:30:08";1.25425;0;-3.51;616.59;52.7;44988
58885726;"2024-12-20 06:00:22";buy;1.29;GBPUSD;1.24817;0;1.25397;"2024-12-20 15:30:08";1.25425;0;-3.87;784.32;60.8;34186
58885714;"2024-12-20 06:00:14";buy;1.41;GBPUSD;1.24816;0;1.25408;"2024-12-20 15:30:08";1.25425;0;-4.23;858.69;60.9;34194
58873658;"2024-12-20 02:00:14";buy;1.06;GBPUSD;1.24975;0;1.25408;"2024-12-20 15:30:08";1.25425;0;-3.18;477;45;48594
58876597;"2024-12-20 03:00:12";buy;1.17;GBPUSD;1.24897;0;1.25408;"2024-12-20 15:30:08";1.25425;0;-3.51;617.76;52.8;44996
58883063;"2024-12-20 05:00:15";buy;1.29;GBPUSD;1.24877;0;1.25408;"2024-12-20 15:30:08";1.25425;0;-3.87;706.92;54.8;37793
58873659;"2024-12-20 02:00:14";buy;1.06;GBPUSD;1.24975;0;1.25397;"2024-12-20 15:30:08";1.25425;0;-3.18;477;45;48594
